Origin County,Destination County,Origin MPO,Destination MPO,Commodity Group,Trade Type,Mode,Year,Tons,Value,ObjectId,Tons (millions)
10,53051,10,NEWRTPO,Forestry Products,1,5,2017,1.49351845864919E-06,0.00117208489715404,64169,1.49351845864919E-09
10,53053,10,PSRC,Food Manufacturing,1,1,2022,0.117045948830671,0.23239614335825,64395,0.000117045948830671
10,53053,10,PSRC,Last-Mile Delivery,1,1,2030,1.29311192592924,4.04836036388982,64219,0.00129311192592924
10,53053,10,PSRC,Last-Mile Delivery,2,5,2040,0.0132237963779758,0.0274804876943332,64320,1.32237963779758E-05
10,53055,10,-1,Industrial Manufacturing,3,5,2022,0.000172514921659948,0.000390099569115113,64440,1.72514921659948E-07
10,53055,10,-1,Industrial Manufacturing,3,5,2040,0.000319712783191875,0.000722928870044986,64456,3.19712783191875E-07
10,53057,10,SCOG,Agriculture & Seafood,3,4,2030,0.00048567286534527,0.00196528693693458,64586,4.8567286534527E-07
10,53057,10,SCOG,Food Manufacturing,1,1,2030,0.0302819191963687,0.0601545913132756,64595,3.02819191963687E-05
10,53059,10,RTC,Last-Mile Delivery,2,5,2040,3.13218327327756E-05,6.50967470556845E-05,64738,3.13218327327756E-08
10,53061,10,PSRC,Last-Mile Delivery,2,5,2017,0.0100453865863444,0.0208751487495363,64915,1.00453865863444E-05
10,53061,10,PSRC,Transportation Equipment,3,2,2030,9.67421188776571E-06,0.0007846291204999,1189591,9.67421188776571E-09
10,53065,10,NEWRTPO,Clothing and Misc. Manufacturing,3,1,2020,0.00180754856556792,0.0132508744739744,65072,1.80754856556792E-06
10,53067,10,TRPC,Food Manufacturing,2,5,2022,0.358403135971559,0.575055297742069,64911,0.00035840313597156
10,53067,10,TRPC,Transportation Equipment,3,2,2030,1.12324907744534E-05,0.0009088724920219,1190200,1.12324907744534E-08
10,53067,10,TRPC,Transportation Equipment,3,4,2020,1.84841417304023E-05,0.00796659722924175,65060,1.84841417304023E-08
10,53069,10,SWRTPO,Last-Mile Delivery,1,1,2022,0.000146624424061547,0.000365834313008518,65291,1.46624424061547E-07
10,53069,10,SWRTPO,Last-Mile Delivery,1,5,2030,2.40267148910692E-06,0.000391886281066698,65307,2.40267148910692E-09
10,53071,10,WWVSUBRTPO,High-Tech Manufacturing,3,1,2020,2.14241376028621E-09,2.48975259117261E-06,65553,2.14241376028621E-12
10,53071,10,WWVSUBRTPO,High-Tech Manufacturing,3,4,2020,7.04403617100797E-08,7.69619651984046E-05,65571,7.04403617100797E-11
10,53073,10,WCOG,Clothing and Misc. Manufacturing,3,1,2050,0.0968618132633111,0.710087361896924,65472,9.68618132633111E-05
10,53073,10,WCOG,Food Manufacturing,2,2,2020,0.915715727934432,1.46961188598708,1190234,0.000915715727934432
10,53073,10,WCOG,High-Tech Manufacturing,1,5,2020,0.00710585958044484,2.35459953766356,65234,7.10585958044484E-06
10,53075,10,PaRTPO,Clothing and Misc. Manufacturing,1,5,2040,0.0150559929234661,2.43750445232742,65584,1.50559929234661E-05
10,53077,10,YVCOG,Industrial Manufacturing,3,5,2020,0.000841703313478106,0.00190324871421873,65964,8.41703313478106E-07
11,53001,11,QCRTPO,Agriculture & Seafood,2,4,2040,3.60806369763718E-06,3.76782373201017E-05,65823,3.60806369763718E-09
11,53001,11,QCRTPO,Last-Mile Delivery,2,5,2050,0.000115124171152045,0.000239243467047165,65944,1.15124171152045E-07
11,53003,11,PaRTPO,Industrial Manufacturing,1,1,2040,2.40572954109661E-05,0.0104076918753953,65874,2.40572954109661E-08
11,53003,11,PaRTPO,Last-Mile Delivery,1,1,2030,6.37542073825946E-05,0.000159075476956833,65918,6.37542073825946E-08
11,53005,11,BFCG,Industrial Manufacturing,2,4,2017,1.15293030342895E-05,0.000212833512175105,66046,1.15293030342895E-08
11,53005,11,BFCG,Transportation Equipment,2,4,2040,1.12236781435069E-06,0.000138698869118094,66351,1.12236781435069E-09
11,53009,11,PRTPO,High-Tech Manufacturing,2,4,2020,0.000520645247571077,0.0289421526901134,66317,5.20645247571077E-07
11,53009,11,PRTPO,High-Tech Manufacturing,3,1,2017,3.35051305852711E-06,3.84160146775193E-05,66322,3.35051305852711E-09
11,53011,11,RTC,Clothing and Misc. Manufacturing,2,4,2050,0.00408530781914122,0.0996757675120711,66202,4.08530781914122E-06
11,53011,11,RTC,High-Tech Manufacturing,2,4,2030,0.00632710209266411,0.328901513729537,66380,6.32710209266411E-06
11,53017,11,CDTC,Food Manufacturing,2,4,2022,1.59310316818567E-05,0.00018630309475128,66408,1.59310316818567E-08
11,53017,11,CDTC,Last-Mile Delivery,2,4,2050,3.12388805226444E-05,0.000495573600611231,66733,3.12388805226444E-08
11,53021,11,BFCG,Forestry Products,2,2,2030,9.49377693426363E-06,0.0001830069349184,1190434,9.49377693426363E-09
11,53021,11,BFCG,High-Tech Manufacturing,2,2,2020,1.3687873484585E-05,0.0001860644740812,1190438,1.3687873484585E-08
11,53025,11,QCRTPO,Last-Mile Delivery,2,4,2017,1.01457729017327E-05,0.000160847005134418,66996,1.01457729017327E-08
11,53025,11,QCRTPO,Transportation Equipment,1,1,2030,8.10132525445489E-05,0.000439922749207682,67011,8.10132525445489E-08
11,53027,11,SWRTPO,Agriculture & Seafood,2,4,2020,1.16360449341233E-05,0.00012151827067728,66854,1.16360449341233E-08
11,53029,11,IRTPO,Last-Mile Delivery,2,4,2017,1.36181396176684E-05,0.000216407192017418,67082,1.36181396176684E-08
11,53029,11,IRTPO,Transportation Equipment,1,1,2050,7.00135425263452E-05,0.000382278377930869,66865,7.00135425263452E-08
11,53031,11,PRTPO,High-Tech Manufacturing,2,4,2020,0.000323351758090924,0.0165812541895459,67202,3.23351758090924E-07
11,53031,11,PRTPO,Last-Mile Delivery,2,4,2017,1.10372981170626E-05,0.000174980887518395,67227,1.10372981170626E-08
11,53033,11,PSRC,Clothing and Misc. Manufacturing,3,4,2050,9.00564265688172E-07,0.00334694709343009,67465,9.00564265688172E-10
11,53033,11,PSRC,Forestry Products,2,4,2040,0.00534986010658245,0.061830567794897,67279,5.34986010658245E-06
11,53033,11,PSRC,Last-Mile Delivery,2,5,2017,0.0048962162184196,0.0101739076792728,67282,4.8962162184196E-06
11,53035,11,PSRC-PRTPO,Clothing and Misc. Manufacturing,2,2,2030,9.73363881596117E-06,0.000120699291716,1190578,9.73363881596117E-09
11,53039,11,RTC,Transportation Equipment,3,4,2050,9.11712093355727E-07,0.000143673352978686,67912,9.11712093355727E-10
11,53041,11,SWRTPO,Food Manufacturing,1,1,2030,9.71707781553045E-05,0.0108197459790068,67627,9.71707781553045E-08
11,53045,11,PRTPO,Clothing and Misc. Manufacturing,1,1,2022,0.00325857731867026,0.0157269702874313,67847,3.25857731867026E-06
11,53047,11,OCOGRTPO,Clothing and Misc. Manufacturing,1,1,2050,0.0002071558656115,0.000995664768609904,68022,2.071558656115E-07
11,53047,11,OCOGRTPO,High-Tech Manufacturing,3,1,2030,0.000167753512012771,0.00192321284417222,68213,1.67753512012771E-07
11,53047,11,OCOGRTPO,Industrial Manufacturing,2,4,2017,0.00014842761425311,0.0023469699405298,68320,1.4842761425311E-07
11,53049,11,SWRTPO,Food Manufacturing,2,4,2022,7.59708283086477E-06,8.8842962008784E-05,68241,7.59708283086477E-09
11,53051,11,NEWRTPO,Clothing and Misc. Manufacturing,1,1,2030,5.18924917159852E-05,0.000256589741469329,68346,5.18924917159852E-08
11,53051,11,NEWRTPO,Clothing and Misc. Manufacturing,3,1,2017,2.69481066436589E-05,0.000178684381299927,68355,2.69481066436589E-08
11,53053,11,PSRC,Forestry Products,2,4,2050,0.0053797522624027,0.0618617521701181,68280,5.3797522624027E-06
11,53053,11,PSRC,Industrial Manufacturing,2,4,2030,0.0103047909059805,0.166877217382077,68530,1.03047909059805E-05
11,53055,11,-1,Clothing and Misc. Manufacturing,1,1,2030,9.45668828467315E-05,0.000457497260090816,68535,9.45668828467315E-08
11,53055,11,-1,Food Manufacturing,2,4,2040,3.54275414983638E-06,4.14907625309196E-05,68711,3.54275414983638E-09
11,53057,11,SCOG,Food Manufacturing,1,1,2040,0.000176223329276077,0.0196190777326969,68494,1.76223329276077E-07
11,53057,11,SCOG,Forestry Products,1,5,2020,1.04906368481456E-06,0.000194029096977747,68509,1.04906368481456E-09
11,53059,11,RTC,Last-Mile Delivery,1,1,2022,0.000133855880929935,0.000333989848653586,68687,1.33855880929935E-07
11,53061,11,PSRC,Clothing and Misc. Manufacturing,3,4,2040,4.87552919092114E-07,0.0015640697644475,68422,4.87552919092114E-10
11,53061,11,PSRC,Industrial Manufacturing,2,2,2030,8.62408444958806E-07,1.10253806144766E-05,1188827,8.62408444958806E-10
11,53063,11,SRTC,Transportation Equipment,3,4,2017,8.2091167881301E-06,0.00129226423912055,68976,8.2091167881301E-09
11,53065,11,NEWRTPO,Food Manufacturing,3,1,2040,0.00952641170407946,0.013708466145523,69199,9.52641170407946E-06
11,53065,11,NEWRTPO,High-Tech Manufacturing,2,4,2020,3.94711483449744E-05,0.00186868651673426,68934,3.94711483449744E-08
11,53067,11,TRPC,Forestry Products,2,2,2017,7.65391892793617E-06,0.0001029935303706,1188896,7.65391892793617E-09
11,53067,11,TRPC,Forestry Products,2,2,2040,1.03505496109216E-05,0.0001807867514895,1188900,1.03505496109216E-08
11,53067,11,TRPC,High-Tech Manufacturing,2,4,2022,0.00285582614806146,0.146026577882625,68836,2.85582614806146E-06
11,53067,11,TRPC,Industrial Manufacturing,2,2,2020,7.81187926752131E-07,1.00935099753932E-05,1188909,7.81187926752131E-10
11,53069,11,SWRTPO,Transportation Equipment,2,4,2022,5.75239018953453E-06,0.000708571357987274,69543,5.75239018953453E-09
11,53071,11,WWVSUBRTPO,Industrial Manufacturing,2,4,2017,5.95857020170187E-05,0.00101004191036968,69581,5.95857020170187E-08
11,53071,11,WWVSUBRTPO,Transportation Equipment,2,4,2022,4.02047481311036E-06,0.00049532388201717,69307,4.02047481311036E-09
11,53075,11,PaRTPO,Food Manufacturing,3,2,2017,0.0014827577385805,0.0064766175311043,1188992,1.4827577385805E-06
11,53075,11,PaRTPO,Industrial Manufacturing,2,4,2022,8.36796614410986E-05,0.00146907208917199,69473,8.36796614410986E-08
11,53077,11,YVCOG,Clothing and Misc. Manufacturing,2,2,2017,6.47029993274519E-06,0.0001494839396833,1189016,6.47029993274519E-09
11,53077,11,YVCOG,Forestry Products,2,2,2022,9.2236984581465E-06,0.0001779351031198,1189030,9.2236984581465E-09
12,53001,12,QCRTPO,Industrial Manufacturing,1,2,2030,5.69357265085111,1.41582430652592,1189599,0.00569357265085111
12,53003,12,PaRTPO,High-Tech Manufacturing,2,5,2030,8.5259275082715E-05,0.00124985234557475,70141,8.5259275082715E-08
12,53005,12,BFCG,Food Manufacturing,2,4,2020,7.18143736673139E-05,0.000617706491307625,70087,7.18143736673139E-08
12,53005,12,BFCG,Food Manufacturing,2,5,2050,0.0660794977689218,0.33953077386067,70097,6.60794977689218E-05
12,53005,12,BFCG,Industrial Manufacturing,2,4,2017,2.58374884506235E-06,3.55427237121584E-05,70393,2.58374884506235E-09
12,53005,12,BFCG,Industrial Manufacturing,3,2,2040,0.337349188088742,0.198026837059716,1189718,0.000337349188088742
12,53007,12,CDTC,Clothing and Misc. Manufacturing,2,5,2020,0.00133203377959601,0.0184292184442344,70696,1.33203377959601E-06
12,53007,12,CDTC,Food Manufacturing,1,5,2022,1.94194054876432E-06,0.00012594563314597,70495,1.94194054876432E-09
12,53007,12,CDTC,High-Tech Manufacturing,2,2,2022,4.41983516596822E-05,0.0004159876505579,1189764,4.41983516596822E-08
12,53007,12,CDTC,Transportation Equipment,2,2,2017,0,0,1189792,0
12,53009,12,PRTPO,Agriculture & Seafood,1,4,2022,0.000606174150452613,0.00730378879852621,70538,6.06174150452613E-07
12,53009,12,PRTPO,Clothing and Misc. Manufacturing,1,5,2022,0.0464045105362533,1.07512416511825,70587,4.64045105362533E-05
12,53009,12,PRTPO,Industrial Manufacturing,2,4,2040,0.000112321945303575,0.00108892966140172,71026,1.12321945303575E-07
12,53009,12,PRTPO,Industrial Manufacturing,3,5,2030,0.00020675,0.00159491304347826,71049,2.0675E-07
12,53011,12,RTC,Clothing and Misc. Manufacturing,2,5,2020,0.0126036550053434,0.154257627225489,71159,1.26036550053434E-05
12,53011,12,RTC,Forestry Products,2,4,2020,6.01722097881594E-05,0.00108783242190054,71129,6.01722097881594E-08
12,53011,12,RTC,High-Tech Manufacturing,2,5,2020,0.00362044117963391,0.055076850656527,71186,3.62044117963391E-06
12,53011,12,RTC,Industrial Manufacturing,2,4,2020,1.75456045391743E-05,0.00182169146258905,71279,1.75456045391743E-08
12,53015,12,SWRTPO,High-Tech Manufacturing,1,5,2017,0.121209225184857,37.578468744729,71897,0.000121209225184857
12,53015,12,SWRTPO,Industrial Manufacturing,2,5,2020,0.00546911210888283,0.00886985415634959,71946,5.46911210888283E-06
12,53017,12,CDTC,Agriculture & Seafood,2,5,2030,0.0147222463835744,0.0200951878791414,71970,1.47222463835744E-05
12,53017,12,CDTC,Construction,2,5,2050,0.00225295397171514,0.000339225157626454,71638,2.25295397171514E-06
12,53017,12,CDTC,Transportation Equipment,1,5,2030,0.00283452526195143,0.0685734205369072,72356,2.83452526195143E-06
12,53017,12,CDTC,Transportation Equipment,2,4,2050,1.54662697846362E-06,0.000839610974954974,72364,1.54662697846362E-09
12,53019,12,NEWRTPO,High-Tech Manufacturing,1,5,2017,0.00161558645527224,0.15942637569324,72095,1.61558645527224E-06
12,53019,12,NEWRTPO,Industrial Manufacturing,1,4,2017,1.27036296879205E-06,0.000245737376198468,72143,1.27036296879205E-09
12,53019,12,NEWRTPO,Industrial Manufacturing,2,5,2040,0.00121919253929353,0.00164159588592092,72285,1.21919253929353E-06
12,53021,12,BFCG,Agriculture & Seafood,1,1,2017,0.195657890690621,1.46572157425338,72454,0.000195657890690621
12,53021,12,BFCG,Agriculture & Seafood,2,2,2030,0.0003352311848939,0.0009154938542188,1189897,3.352311848939E-07
12,53021,12,BFCG,Agriculture & Seafood,3,1,2022,3.30676140315601E-05,0.000205193547916669,72481,3.30676140315601E-08
12,53021,12,BFCG,Energy,1,5,2022,5.06285785101303E-06,4.66688014199525E-06,72795,5.06285785101303E-09
12,53021,12,BFCG,Industrial Manufacturing,3,4,2020,0.000156466766822206,0.00082345168629715,72567,1.56466766822206E-07
12,53021,12,BFCG,Transportation Equipment,2,4,2040,3.974063415038E-07,0.000217352047748056,72602,3.974063415038E-10
12,53023,12,PaRTPO,Clothing and Misc. Manufacturing,3,4,2030,9.74631637413472E-07,0.000100687448725457,72740,9.74631637413472E-10
12,53023,12,PaRTPO,High-Tech Manufacturing,3,2,2020,2.55403850785683E-05,0.0001931328973554,1190015,2.55403850785684E-08
12,53023,12,PaRTPO,Industrial Manufacturing,2,4,2022,3.63000606188158E-07,3.15550886208822E-06,73113,3.63000606188158E-10
12,53025,12,QCRTPO,Agriculture & Seafood,1,1,2050,0.382730993875408,2.85735934507699,72907,0.000382730993875408
12,53025,12,QCRTPO,Clothing and Misc. Manufacturing,2,2,2020,0.0026139709272984,0.0133752366035001,1190057,2.6139709272984E-06
12,53025,12,QCRTPO,High-Tech Manufacturing,3,2,2022,6.21892367725076E-06,4.70105751169497E-05,1190094,6.21892367725076E-09
12,53027,12,SWRTPO,Agriculture & Seafood,3,2,2017,0.197474419687767,0.0245697055648209,1189111,0.000197474419687767
12,53027,12,SWRTPO,Clothing and Misc. Manufacturing,1,4,2030,0.000132590979831895,3.22083351818369E-05,73318,1.32590979831895E-07
12,53027,12,SWRTPO,Clothing and Misc. Manufacturing,1,5,2020,0.0366553009747897,0.855812878883866,73322,3.66553009747897E-05
12,53027,12,SWRTPO,Clothing and Misc. Manufacturing,2,5,2040,0.0028490863690938,0.0342815378387737,73398,2.8490863690938E-06
12,53027,12,SWRTPO,High-Tech Manufacturing,3,4,2022,0.000675851324809192,0.146418951968495,73473,6.75851324809192E-07
12,53027,12,SWRTPO,Transportation Equipment,2,4,2017,2.38601052305494E-06,0.0012999515554164,73563,2.38601052305494E-09
12,53027,12,SWRTPO,Transportation Equipment,2,4,2050,4.42928474868979E-06,0.00240450744619422,73568,4.42928474868979E-09
12,53027,12,SWRTPO,Transportation Equipment,3,5,2030,0.0127227391304348,0.680503565217391,73584,1.27227391304348E-05
12,53029,12,IRTPO,Food Manufacturing,2,5,2017,0.0187047518009386,0.116601503109096,73696,1.87047518009386E-05
12,53029,12,IRTPO,Forestry Products,2,4,2017,4.61600696389234E-05,0.000332343876840578,73906,4.61600696389234E-08
12,53029,12,IRTPO,Forestry Products,2,5,2040,0.0130420810486342,0.00935033234504954,73916,1.30420810486342E-05
12,53029,12,IRTPO,High-Tech Manufacturing,3,5,2022,3.96637163858134E-07,9.09743141968411E-06,73743,3.96637163858134E-10
12,53029,12,IRTPO,Last-Mile Delivery,1,1,2040,0.0344675292809196,0.111151130526417,73949,3.44675292809196E-05
12,53029,12,IRTPO,Last-Mile Delivery,3,4,2050,0,0,73763,0
12,53031,12,PRTPO,Clothing and Misc. Manufacturing,2,4,2020,0.000166411298841051,0.00487061091807518,73610,1.66411298841051E-07
12,53031,12,PRTPO,Energy,1,5,2050,2.62707108597375E-06,2.42001129594627E-06,73869,2.62707108597375E-09
12,53033,12,PSRC,Forestry Products,1,1,2040,10.0877461571133,41.8635614838817,74036,0.0100877461571133
12,53033,12,PSRC,High-Tech Manufacturing,2,2,2050,0.0047053475540192,0.0281825331538692,1190700,4.7053475540192E-06
12,53033,12,PSRC,High-Tech Manufacturing,3,2,2040,0.0723611625676269,0.637072751127821,1190705,7.23611625676269E-05
12,53033,12,PSRC,Industrial Manufacturing,3,4,2017,0.0310961822219676,1.1625242194257,74751,3.10961822219676E-05
12,53035,12,PSRC,Industrial Manufacturing,3,4,2017,0.00144704517865409,0.0533432367273484,74465,1.44704517865409E-06
12,53037,12,QCRTPO,Clothing and Misc. Manufacturing,3,4,2050,0.000107316714038311,0.0150368629793065,75194,1.07316714038311E-07
12,53041,12,SWRTPO,Food Manufacturing,1,5,2050,0.348618994836828,1.09206499679867,75237,0.000348618994836828
12,53041,12,SWRTPO,Forestry Products,1,1,2030,0.242599023706486,1.20772359422713,75272,0.000242599023706486
12,53041,12,SWRTPO,High-Tech Manufacturing,1,1,2017,0.125946314935356,2.97332019342708,75248,0.000125946314935356
12,53041,12,SWRTPO,High-Tech Manufacturing,2,4,2040,0.0002471822555704,0.0371048838501027,75447,2.471822555704E-07
12,53041,12,SWRTPO,Industrial Manufacturing,1,1,2030,0.153073849554544,1.02479153869978,75497,0.000153073849554544
12,53041,12,SWRTPO,Transportation Equipment,1,4,2020,0.000624930174248517,1.22782606925459,75393,6.24930174248517E-07
12,53043,12,QCRTPO,Agriculture & Seafood,2,2,2040,1.51324514528438E-05,4.13245525807993E-05,1190957,1.51324514528438E-08
12,53043,12,QCRTPO,Agriculture & Seafood,2,4,2050,7.65897539889655E-07,3.67162317992315E-06,75974,7.65897539889655E-10
12,53043,12,QCRTPO,Construction,2,5,2020,0.0004385502625621,6.60312352257332E-05,75705,4.385502625621E-07
12,53043,12,QCRTPO,Food Manufacturing,2,4,2040,2.10996030815377E-05,0.000182582650751808,75606,2.10996030815377E-08
12,53043,12,QCRTPO,High-Tech Manufacturing,3,2,2017,1.41516515355472E-06,1.06916730467035E-05,1190995,1.41516515355472E-09
12,53043,12,QCRTPO,High-Tech Manufacturing,3,4,2017,8.1620034137865E-06,0.00169157660803294,75806,8.1620034137865E-09
12,53045,12,PRTPO,Food Manufacturing,2,4,2022,0.00222820896037097,0.019201374970569,75651,2.22820896037097E-06
12,53045,12,PRTPO,High-Tech Manufacturing,2,1,2050,3.82814412712566E-05,0.00419259714249513,76083,3.82814412712566E-08
12,53045,12,PRTPO,Industrial Manufacturing,1,4,2030,0.000403179158847617,0.0876171550609768,76264,4.03179158847617E-07
12,53045,12,PRTPO,Last-Mile Delivery,3,4,2050,0,0,76040,0
12,53045,12,PRTPO,Transportation Equipment,2,4,2022,3.14264207267041E-07,0.000154210042048443,76112,3.14264207267041E-10
12,53047,12,OCOGRTPO,Clothing and Misc. Manufacturing,3,4,2020,6.89712124399487E-05,0.00903805518220985,76344,6.89712124399487E-08
12,53047,12,OCOGRTPO,Clothing and Misc. Manufacturing,3,4,2022,6.38807438354615E-05,0.0105823204516233,76345,6.38807438354615E-08
12,53047,12,OCOGRTPO,Energy,3,2,2040,0,0,1191145,0
12,53047,12,OCOGRTPO,Food Manufacturing,1,1,2050,0.407123752899982,0.568273584481347,76176,0.000407123752899982
12,53047,12,OCOGRTPO,Last-Mile Delivery,1,1,2020,0.0205086396630373,0.0850842262588556,76774,2.05086396630373E-05
12,53049,12,SWRTPO,Clothing and Misc. Manufacturing,2,4,2030,5.72626058075177E-05,0.00159284042615938,76428,5.72626058075177E-08
12,53049,12,SWRTPO,Industrial Manufacturing,1,1,2017,0.00676090575546523,0.0698525695874692,76573,6.76090575546523E-06
12,53053,12,PSRC,Forestry Products,1,5,2022,0.188223867570148,1.25011893518645,77567,0.000188223867570148
12,53055,12,-1,High-Tech Manufacturing,3,5,2030,0.000881000044381096,0.0200775502839869,77875,8.81000044381096E-07
12,53057,12,SCOG,Clothing and Misc. Manufacturing,2,4,2040,0.00119930202884067,0.0348004024422616,77949,1.19930202884067E-06
12,53057,12,SCOG,Clothing and Misc. Manufacturing,3,5,2030,0.0114629115402593,0.0468273540835525,77986,1.14629115402593E-05
12,53057,12,SCOG,Construction,2,5,2022,0.0184940207656945,0.00278456729181358,77991,1.84940207656945E-05
12,53057,12,SCOG,Last-Mile Delivery,3,5,2040,0.0312979975001622,0.00765119364812372,78212,3.12979975001622E-05
12,53059,12,RTC,Industrial Manufacturing,2,5,2040,0.000276979377640719,0.000493415725610214,78159,2.76979377640719E-07
12,53059,12,RTC,Industrial Manufacturing,2,5,2050,0.000329913233061142,0.000594225312335825,78209,3.29913233061142E-07
12,53061,12,PSRC,Clothing and Misc. Manufacturing,2,5,2030,0.350536156537937,2.19798184215274,78079,0.000350536156537937
12,53061,12,PSRC,Forestry Products,3,2,2040,4.91513884588978E-05,0.0001289085493023,1191458,4.91513884588978E-08
12,53061,12,PSRC,Forestry Products,3,5,2017,2.83415272286595E-05,0.00017838193941548,78704,2.83415272286595E-08
12,53061,12,PSRC,Industrial Manufacturing,2,4,2020,0.00232283901694773,0.0261284365757715,78525,2.32283901694773E-06
12,53061,12,PSRC,Transportation Equipment,1,5,2040,1.68946629611045,235.691174586595,78454,0.00168946629611045
12,53063,12,SRTC,Clothing and Misc. Manufacturing,1,4,2050,0.000294918443667375,7.15693802785159E-05,78421,2.94918443667375E-07
12,53063,12,SRTC,Transportation Equipment,1,5,2020,0.0610053882614808,1.54142668292288,79127,6.10053882614808E-05
12,53065,12,NEWRTPO,Clothing and Misc. Manufacturing,1,5,2050,0.0223925987721584,0.524637284025197,79165,2.23925987721584E-05
12,53065,12,NEWRTPO,Food Manufacturing,2,2,2020,0,0,1192116,0
12,53065,12,NEWRTPO,Forestry Products,2,2,2017,0,0,1192121,0
12,53065,12,NEWRTPO,High-Tech Manufacturing,3,1,2020,0.0976018219746501,1.37652636745666,79012,9.76018219746501E-05
12,53065,12,NEWRTPO,Industrial Manufacturing,3,4,2022,4.0382739935138E-05,0.00023032241771825,79501,4.0382739935138E-08
12,53065,12,NEWRTPO,Last-Mile Delivery,1,1,2017,0.00886329207068074,0.0368740836524889,79531,8.86329207068074E-06
12,53065,12,NEWRTPO,Transportation Equipment,1,5,2040,0.00237412111228278,0.0559020178673243,79264,2.37412111228278E-06
12,53069,12,SWRTPO,High-Tech Manufacturing,1,5,2040,0.00689470181680995,0.958337031726188,79927,6.89470181680995E-06
12,53069,12,SWRTPO,High-Tech Manufacturing,3,4,2017,0.000101109242452627,0.023245503221746,79614,1.01109242452627E-07
12,53069,12,SWRTPO,Transportation Equipment,2,4,2020,3.43983207473746E-07,0.000186563114609025,79778,3.43983207473746E-10
12,53071,12,WWVSUBRTPO,Clothing and Misc. Manufacturing,2,4,2050,9.63115843329403E-05,0.00276559377010726,79802,9.63115843329403E-08
12,53071,12,WWVSUBRTPO,Energy,3,2,2040,0,0,1192269,0
